Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-IP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-MockIP_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_BCA_LT-WCL_03.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_01.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_02.raw	C:\Raja\DIA-NN searches\June 2022\LT-CBQCA-Test_DIA\RN-DS_220106_Pepide-CBQCA_LT-WCL_03.raw
Q8K224	Q8K224	NAT10_MOUSE	Nat10	RNA cytidine acetyltransferase	7.67589e+06	2.86169e+06	1.37195e+06	1.10743e+07	7.05511e+06	2.92576e+06	6.76076e+06	2.76298e+06	1.33076e+06	1.13242e+07	6.68303e+06	2.93855e+06	1.20934e+07	1.28766e+07	1.21245e+07	1.21905e+07	1.31348e+07	1.21347e+07
Q8K245	Q8K245	UVRAG_MOUSE	Uvrag	UV radiation resistance-associated protein	1.18954e+06	590684	470333					373139	459290				488669	442241	464480	418805	175638	464954
Q8K248	Q8K248	HPDL_MOUSE	Hpdl	4-hydroxyphenylpyruvate dioxygenase-like protein	2.66795e+06	3.00977e+06	3.35387e+06	5.68941e+06	6.61227e+06	6.68083e+06	2.91931e+06	3.09984e+06	3.01479e+06	5.24774e+06	6.39177e+06	6.94378e+06				392806		
Q8K268	Q8K268	ABCF3_MOUSE	Abcf3	ATP-binding cassette sub-family F member 3	327923			1.12265e+06	363458		446400			2.08618e+06			2.22822e+06	1.95838e+06	2.31843e+06	2.21394e+06	2.07888e+06	2.20819e+06
Q8K273	Q8K273	EMC5_MOUSE	Mmgt1	ER membrane protein complex subunit 5	3.33092e+06	4.23106e+06	3.72173e+06	3.6716e+06	4.52311e+06	4.69234e+06	2.96252e+06	5.04274e+06	4.13557e+06	4.48961e+06	5.31382e+06	5.46136e+06	1.99695e+06	1.49205e+06	1.44433e+06	2.1811e+06	2.14445e+06	1.94155e+06
Q8K274	Q8K274	KT3K_MOUSE	Fn3krp	Ketosamine-3-kinase						88513.5			125047				515137	341397	431504	679511	421993	453925
Q8K284	Q8K284;Q8K284-2	TF3C1_MOUSE	Gtf3c1	General transcription factor 3C polypeptide 1	520688	557745		410568	1.09361e+06	527412	746341	214365	170237	1.29537e+06	1.04172e+06	218682	2.17645e+06	2.32858e+06	2.49508e+06	2.35916e+06	2.08464e+06	2.40793e+06
Q8K288	Q8K288	TP8L1_MOUSE	Tnfaip8l1	Tumor necrosis factor alpha-induced protein 8-like protein 1	651233	232817		1.14909e+06	1.03426e+06		784946		392119	1.03655e+06	599074							
Q8K296	Q8K296;Q8K296-2	MTMR3_MOUSE	Mtmr3	Myotubularin-related protein 3	2.3365e+06	2.45869e+06	2.61727e+06	589864	1.9582e+06	2.72104e+06	1.75841e+06	2.32234e+06	2.60386e+06	1.18016e+06	1.63743e+06	2.6214e+06	1.18227e+06	1.24328e+06	1.12237e+06	1.08496e+06	1.13484e+06	1.52421e+06
Q8K297	Q8K297	GT251_MOUSE	Colgalt1	Procollagen galactosyltransferase 1	1.21713e+07	1.66198e+07	1.32235e+07	2.68668e+07	3.21384e+07	3.2892e+07	1.02881e+07	1.58802e+07	1.3862e+07	2.80001e+07	3.15519e+07	3.18804e+07	1.62231e+07	1.56286e+07	1.525e+07	1.62055e+07	1.61085e+07	1.4154e+07
Q8K298	Q8K298	ANLN_MOUSE	Anln	Anillin	5.767e+06	2.90652e+06	4.16533e+06	2.71743e+06	1.93201e+06	1.11009e+06	5.0485e+06	2.78342e+06	3.95469e+06	2.91639e+06	1.89028e+06	1.10676e+06	9.44568e+06	9.94243e+06	9.82593e+06	9.49922e+06	9.93791e+06	1.00296e+07
Q8K2A1	Q8K2A1;Q8K2A1-2	GULP1_MOUSE	Gulp1	PTB domain-containing engulfment adapter protein 1	8.14052e+06	4.93846e+06	5.91374e+06	6.40234e+06	3.89146e+06	3.99411e+06	6.94428e+06	5.34649e+06	5.60109e+06	6.65236e+06	4.10563e+06	4.31458e+06	7.2712e+06	6.71098e+06	6.25496e+06	6.74986e+06	6.33862e+06	6.15011e+06
Q8K2A7	Q8K2A7	INT10_MOUSE	Ints10	Integrator complex subunit 10	586705	320732	401449	1.3649e+06	791831	360849	823568	814385		1.95091e+06	1.08196e+06	527166	3.20753e+06	3.18741e+06	3.11871e+06	3.26751e+06	3.10841e+06	3.03964e+06
Q8K2A8	Q8K2A8	ALG3_MOUSE	Alg3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	214420	499022	260632	195996	662165	636051		493688	485953	633234	366842	555001	397569	141134	355229	136136	347778	256225
Q8K2B0	Q8K2B0	SC65_MOUSE	P3h4	Endoplasmic reticulum protein SC65	2.74161e+06	4.81521e+06	3.95186e+06	9.18829e+06	1.08481e+07	1.26915e+07	4.16517e+06	5.53665e+06	3.93238e+06	9.68049e+06	1.23104e+07	1.2006e+07	6.06819e+06	5.88866e+06	5.79636e+06	5.79858e+06	5.88237e+06	5.83181e+06
Q8K2B3	Q8K2B3	SDHA_MOUSE	Sdha	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.08795e+08	1.24653e+08	1.24496e+08	8.04315e+07	1.01287e+08	1.0373e+08	1.00226e+08	1.2529e+08	1.24603e+08	8.46755e+07	1.02783e+08	1.04486e+08	2.28203e+07	2.39278e+07	2.05939e+07	2.21772e+07	2.37004e+07	2.14458e+07
Q8K2C6	Q8K2C6	SIR5_MOUSE	Sirt5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	891972	1.23638e+06	1.2761e+06	762951	1.08783e+06	1.07964e+06	1.21005e+06	1.26935e+06	1.17452e+06	633608	907609	932518	256130	207513	229726	226996	394761	235909
Q8K2C7-2	Q8K2C7;Q8K2C7-2	OS9_MOUSE	Os9	Isoform 2 of Protein OS-9	3.30352e+06	4.62993e+06	4.3288e+06	1.78293e+06	1.78236e+06	2.78802e+06	3.51516e+06	5.09017e+06	3.89729e+06	2.47813e+06	2.0362e+06	2.92029e+06	2.33785e+06	2.54799e+06	2.09881e+06	2.15544e+06	2.72625e+06	2.25898e+06
Q8K2C8	Q8K2C8	GPAT4_MOUSE	Gpat4	Glycerol-3-phosphate acyltransferase 4	1.13997e+06	1.3291e+06	1.3487e+06	674606	664595	1.23709e+06	664585	1.34919e+06	1.14486e+06	1.1867e+06	946686	1.32333e+06	810389	1.04786e+06	994882	1.01363e+06	1.03593e+06	1.00143e+06
Q8K2C9	Q8K2C9	HACD3_MOUSE	Hacd3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	2.79536e+06	4.61848e+06	3.14595e+06	3.22441e+06	5.56961e+06	5.79848e+06	3.16322e+06	4.99364e+06	3.67382e+06	5.08735e+06	5.34638e+06	5.16292e+06	3.3956e+06	2.83182e+06	3.50654e+06	2.81361e+06	2.9922e+06	2.939e+06
Q8K2D3	Q8K2D3	EDC3_MOUSE	Edc3	Enhancer of mRNA-decapping protein 3	4.04127e+06	2.55428e+06	2.04933e+06	6.49571e+06	4.07234e+06	2.71808e+06	4.1571e+06	2.46076e+06	2.21412e+06	6.49768e+06	3.70075e+06	3.22261e+06	3.81916e+06	2.83344e+06	3.08378e+06	2.86297e+06	3.19077e+06	2.89997e+06
Q8K2D6	Q8K2D6	DCTD_MOUSE	Dctd	Deoxycytidylate deaminase								342363					1.16506e+06	1.16976e+06	1.42354e+06	847395	1.45198e+06	661021
Q8K2F0-2	Q8K2F0;Q8K2F0-2	BRD3_MOUSE	Brd3	Isoform 2 of Bromodomain-containing protein 3	721286	560755	268170	308592	306069	140587	338422	464507	300387	386744	140783	127200	2.53236e+06	2.46542e+06	2.16456e+06	2.60391e+06	2.47414e+06	2.56082e+06
Q8K2F0-2;Q9ESU6	Q9ESU6;Q9ESU6-2;Q8K2F0;Q8K2F0-2;Q91Y44	BRD3_MOUSE;BRD4_MOUSE	Brd3;Brd4	Isoform 2 of Bromodomain-containing protein 3	1.29051e+06	1.45348e+06	521974		1.28041e+06		2.9972e+06	670424		2.15356e+06	1.10437e+06	216748	8.89393e+06	8.93587e+06	8.23981e+06	1.00863e+07	9.40432e+06	9.79647e+06
Q8K2F8	Q8K2F8	LS14A_MOUSE	Lsm14a	Protein LSM14 homolog A	2.41032e+06	1.21597e+06	1.47134e+06	3.67114e+06	1.43756e+06	1.26258e+06	1.02145e+06	1.19924e+06	1.43642e+06	3.967e+06	2.80304e+06	998490	4.51249e+06	4.02179e+06	4.61736e+06	3.49687e+06	4.08352e+06	4.16494e+06
Q8K2H1	Q8K2H1;Q8K2H1-2	PPHLN_MOUSE	Pphln1	Periphilin-1	1.34631e+06	478440	444412	2.495e+06	1.70725e+06	732760	1.77489e+06	298835	497696	1.7006e+06	996826	424300	3.1305e+06	3.13034e+06	2.87675e+06	3.29206e+06	2.7648e+06	2.99834e+06
Q8K2H2	Q8K2H2	OTU6B_MOUSE	Otud6b	Deubiquitinase OTUD6B												278789	935416	759637	842701	914170	816775	797651
Q8K2H6	Q8K2H6	APC10_MOUSE	Anapc10	Anaphase-promoting complex subunit 10	818552			397459	233809		751036			308493	310265		1.55223e+06	893110	724245	914621	547987	811516
Q8K2I2	Q8K2I2	CCHCR_MOUSE	Cchcr1	Coiled-coil alpha-helical rod protein 1	4.4064e+06	2.07657e+06	1.80126e+06	5.69165e+06	3.5284e+06	1.4079e+06	2.98518e+06	1.84774e+06	1.6908e+06	6.94054e+06	3.49312e+06	1.22754e+06	1.35117e+06	458394	143779	272919	365619	340967
Q8K2I4	Q8K2I4	MANBA_MOUSE	Manba	Beta-mannosidase	6.08816e+06	2.79551e+06	2.50382e+06				3.59446e+06	2.91001e+06	2.46706e+06	909474		65993.5	203736	186132	172106	306387	230993	145582
Q8K2J0	Q8K2J0	PLCD3_MOUSE	Plcd3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	5.96684e+06	3.92358e+06	3.65569e+06	1.29955e+07	8.48179e+06	4.15205e+06	5.22457e+06	2.89761e+06	3.20302e+06	1.83396e+07	9.55651e+06	3.73024e+06	3.00091e+06	3.756e+06	2.94499e+06	2.94939e+06	3.96881e+06	2.99162e+06
Q8K2J4	Q8K2J4	CCD14_MOUSE	Ccdc14	Coiled-coil domain-containing protein 14	1.10369e+06	698042	588269	596816	275279	206424	961848	767335	580636	911531	303020	25161.9		593883	411713	200567	206358	371015
Q8K2J7;Q8K2J7-2	Q8K2J7;Q8K2J7-2	RELL1_MOUSE	Rell1	RELT-like protein 1	881896	541881	828836		574783	623189	1.16781e+06		561720				1.00133e+06	1.02001e+06	1.20504e+06	1.11974e+06	1.33526e+06	1.22238e+06
Q8K2K6;Q8K2K6-1;Q8K2K6-3	Q8K2K6;Q8K2K6-1;Q8K2K6-3	AGFG1_MOUSE	Agfg1	Arf-GAP domain and FG repeat-containing protein 1	1.78356e+06	1.86384e+06	1.85931e+06	1.91542e+06	1.11836e+06	1.26757e+06	1.22668e+06	1.47135e+06	1.80802e+06	1.90914e+06	1.09268e+06	1.21438e+06	3.49128e+06	3.25301e+06	3.31155e+06	3.49452e+06	3.51696e+06	3.46801e+06
Q8K2L8	Q8K2L8	TPC12_MOUSE	Trappc12	Trafficking protein particle complex subunit 12			91929.4						323135				563478	407681	423153	469686	406613	418892
Q8K2M0	Q8K2M0;Q8K2M0-2	RM38_MOUSE	Mrpl38	39S ribosomal protein L38, mitochondrial	4.11085e+07	4.52957e+07	4.41757e+07	2.90539e+07	4.11113e+07	4.01442e+07	3.51532e+07	4.32202e+07	4.21795e+07	2.61106e+07	4.17891e+07	4.01332e+07	8.27112e+06	7.63928e+06	7.62348e+06	8.60924e+06	8.67483e+06	7.80897e+06
Q8K2P7	Q8K2P7	S38A1_MOUSE	Slc38a1	Sodium-coupled neutral amino acid transporter 1	8.35806e+06	4.37624e+06	3.19624e+06	796839	925922	617141	6.63915e+06	2.85511e+06	2.67414e+06	736026	732299	407365	2.33107e+06	2.47975e+06	2.58871e+06	1.92226e+06	2.52033e+06	2.61787e+06
Q8K2Q5	Q8K2Q5	CHCH7_MOUSE	Chchd7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	1.61978e+06	3.01019e+06	2.86127e+06	1.32677e+06	2.33298e+06	2.47058e+06	1.19688e+06	2.65765e+06	2.7969e+06	1.39763e+06	1.9494e+06	2.04939e+06	399104	724908	511266	600710	504687	566384
Q8K2Q7	Q8K2Q7	BROX_MOUSE	Brox	BRO1 domain-containing protein BROX	5.17305e+06	2.49668e+06	2.32101e+06				4.29748e+06	2.79673e+06	2.13225e+06		246898		2.26335e+06	1.87917e+06	2.73351e+06	3.2157e+06	3.55164e+06	2.40512e+06
Q8K2T1	Q8K2T1;Q8K2T1-2;Q8K2T1-3	NMRL1_MOUSE	Nmral1	NmrA-like family domain-containing protein 1								949091		2.41661e+06			4.66673e+06	4.58759e+06	4.72205e+06	4.66844e+06	4.36715e+06	4.69797e+06
Q8K2T8	Q8K2T8	PAF1_MOUSE	Paf1	RNA polymerase II-associated factor 1 homolog	2.54262e+06	999665	661562	5.95291e+06	3.7396e+06	1.38494e+06	3.15314e+06	1.10649e+06	482828	5.11523e+06	3.41291e+06	1.36408e+06	9.44038e+06	9.75978e+06	8.59443e+06	9.57751e+06	9.86536e+06	8.74139e+06
Q8K2V1	Q8K2V1	PP4R1_MOUSE	Ppp4r1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	250194	255581	82394.2	523077	379890	192345	269620	260195	286456	394605	428590	386480	918352	882572	1.02533e+06	1.00221e+06	900054	1.01841e+06
Q8K2V6;Q8K2V6-2	Q8K2V6;Q8K2V6-2	IPO11_MOUSE	Ipo11	Importin-11					1.49817e+06	80459.3				2.60905e+06	971711	219757	4.22376e+06	3.09544e+06	3.65946e+06	3.92471e+06	3.02635e+06	4.11801e+06
Q8K2X3	Q8K2X3	STN1_MOUSE	Stn1	CST complex subunit STN1	4.08233e+06	2.78356e+06	3.40326e+06	1.60501e+06	3.23738e+06	2.70796e+06	1.81239e+06	2.90649e+06	2.10621e+06	728146	2.35969e+06	2.69525e+06	1.06513e+06	565850	1.08615e+06	563325	675248	753144
Q8K2Y7	Q8K2Y7	RM47_MOUSE	Mrpl47	39S ribosomal protein L47, mitochondrial	3.11696e+07	3.79179e+07	3.59552e+07	2.54178e+07	3.19098e+07	3.59485e+07	3.127e+07	3.93308e+07	3.51751e+07	2.52926e+07	3.09107e+07	3.37228e+07	6.1465e+06	6.2397e+06	5.64034e+06	6.72022e+06	5.763e+06	5.43412e+06
Q8K2Z2	Q8K2Z2	PRP39_MOUSE	Prpf39	Pre-mRNA-processing factor 39													564271	341680	571245	507302	511326	421100
Q8K2Z4;Q8K2Z4-2	Q8K2Z4;Q8K2Z4-2	CND1_MOUSE	Ncapd2	Condensin complex subunit 1	2.14881e+06	1.55093e+06	817569	2.36391e+06	2.29037e+06	836087	1.58192e+06	1.54673e+06	1.30577e+06	2.50976e+06	1.94664e+06	1.4009e+06	8.39438e+06	8.04495e+06	8.7669e+06	8.52639e+06	7.22145e+06	8.29111e+06
Q8K301	Q8K301	DDX52_MOUSE	Ddx52	Probable ATP-dependent RNA helicase DDX52	3.86944e+06	1.54166e+06	802339	8.28928e+06	6.95737e+06	2.95321e+06	2.68735e+06	1.75292e+06	994189	9.23645e+06	6.78235e+06	2.55849e+06	6.84475e+06	7.46462e+06	6.51377e+06	6.72779e+06	7.26562e+06	6.54278e+06
Q8K304;Q8K304-2	Q8K304;Q8K304-2	TM129_MOUSE	Tmem129	E3 ubiquitin-protein ligase TM129	1.06198e+06	470494	798588		1.2402e+06	549845		732085	714005	502805	719138	810101	358196	752427	379155		661650	499774
Q8K305	Q8K305	NSL1_MOUSE	Nsl1	Kinetochore-associated protein NSL1 homolog				895193	184083					655868	447105		1.63191e+06	1.42364e+06	1.43297e+06	868024	1.38019e+06	1.54852e+06
Q8K310	Q8K310	MATR3_MOUSE	Matr3	Matrin-3	1.5985e+07	7.83355e+06	4.71906e+06	3.05039e+07	2.37911e+07	1.08506e+07	1.53132e+07	8.01137e+06	4.6606e+06	2.91345e+07	2.31389e+07	1.03144e+07	2.74838e+07	2.87289e+07	2.55064e+07	2.734e+07	2.90397e+07	2.57922e+07
Q8K327	Q8K327	CHAP1_MOUSE	Champ1	Chromosome alignment-maintaining phosphoprotein 1	821879	430887	339510	1.14612e+06	981480	420374	801458	275744	147573	1.44239e+06	814024	516268	1.94336e+06	2.15679e+06	1.92466e+06	1.9417e+06	1.9154e+06	1.88314e+06
Q8K339	Q8K339	KIN17_MOUSE	Kin	DNA/RNA-binding protein KIN17	74844.4	81138.8											615871	657328	668607	660768	692996	733525
Q8K353	Q8K353	CYTM1_MOUSE	Cystm1	Cysteine-rich and transmembrane domain-containing protein 1	2.8095e+06	163409	1.23763e+06	1.02675e+06	926274	978392	1.70808e+06	2.09473e+06	1.48934e+06	1.54255e+06	1.12919e+06	222635						
Q8K354	Q8K354	CBR3_MOUSE	Cbr3	Carbonyl reductase [NADPH] 3	440812	526524	660197	1.46247e+06	747089	1.2038e+06	882377	294014	704519	1.10242e+06	847652	946492	1.19145e+06	510034	988120	959447	853218	941453
Q8K358	Q8K358	PIGU_MOUSE	Pigu	Phosphatidylinositol glycan anchor biosynthesis class U protein	3.22656e+06	3.67555e+06	2.69789e+06	4.46051e+06	4.58155e+06	4.63141e+06	2.59551e+06	2.30749e+06	3.05651e+06	3.32291e+06	3.43787e+06	3.71258e+06	3.25873e+06	3.36006e+06	3.65762e+06	3.51733e+06	3.17411e+06	3.98411e+06
Q8K363	Q8K363	DDX18_MOUSE	Ddx18	ATP-dependent RNA helicase DDX18	9.91998e+06	4.60078e+06	2.11787e+06	1.33083e+07	9.982e+06	4.40264e+06	8.24804e+06	4.35838e+06	2.04921e+06	1.41559e+07	1.01538e+07	4.64743e+06	1.82952e+07	1.93113e+07	1.6949e+07	1.762e+07	1.81785e+07	1.77254e+07
Q8K368	Q8K368;Q8K368-2;Q8K368-4	FANCI_MOUSE	Fanci	Fanconi anemia group I protein homolog	59444.5	10343.5			84573.9						104387		164173	127361	227005	249720	176474	220132
Q8K370	Q8K370	ACD10_MOUSE	Acad10	Acyl-CoA dehydrogenase family member 10	2.21373e+06	3.25071e+06	2.91762e+06	2.26455e+06	3.95075e+06	4.36495e+06	2.61086e+06	3.06644e+06	3.12493e+06	2.6846e+06	4.17106e+06	4.3084e+06	229441	245093	660059	714499	334228	751176
Q8K385	Q8K385	FRRS1_MOUSE	FRRS1	Ferric-chelate reductase 1	2.23866e+07	8.77684e+06	6.43359e+06	2.38899e+06	1.70734e+06	1.51361e+06	1.82113e+07	8.18906e+06	6.14794e+06	1.41722e+06	1.99543e+06	1.66845e+06	947017	599017	418359	1.38416e+06	794604	916467
Q8K389	Q8K389	CK5P2_MOUSE	Cdk5rap2	CDK5 regulatory subunit-associated protein 2	6.84511e+06	3.56948e+06	2.98436e+06	1.02811e+07	6.03299e+06	1.7851e+06	5.77268e+06	4.0505e+06	2.94002e+06	1.07652e+07	5.66099e+06	1.71185e+06	751272	469796	583408	602176	670772	600126
Q8K3A0	Q8K3A0	HSC20_MOUSE	Hscb	Iron-sulfur cluster co-chaperone protein HscB	1.47576e+06	2.52003e+06	2.52468e+06	2.70679e+06	1.43141e+06	1.89465e+06	1.38817e+06	2.32645e+06	2.68096e+06	2.20719e+06	1.36172e+06	2.13825e+06	822830	490459	745766	706876	608396	565309
Q8K3A2	Q8K3A2	TRPT1_MOUSE	Trpt1	tRNA 2'-phosphotransferase 1	710250			1.16231e+06	1.00416e+06	81489.2	913975			1.62415e+06	934753							
Q8K3A9	Q8K3A9	MEPCE_MOUSE	Mepce	7SK snRNA methylphosphate capping enzyme	962844	232774	193239	1.58921e+06	1.57647e+06	599091	1.03408e+06	381292	202019	2.84092e+06	1.6421e+06	336373	3.28389e+06	3.12553e+06	3.71506e+06	3.10145e+06	3.23132e+06	3.85506e+06
Q8K3G5	Q8K3G5	VRK3_MOUSE	Vrk3	Inactive serine/threonine-protein kinase VRK3	398968	152741	105053	197766	211325						228730		322796	372959	169420	158063	364005	140170
Q8K3H0	Q8K3H0	DP13A_MOUSE	Appl1	DCC-interacting protein 13-alpha	474848	1.03987e+06	737220			943615		1.04213e+06	858193	1.33891e+06	1.56383e+06	1.30922e+06	1.92116e+06	1.61236e+06	1.82882e+06	1.66601e+06	1.54794e+06	1.87028e+06
Q8K3J1	Q8K3J1	NDUS8_MOUSE	Ndufs8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	2.38055e+07	3.80962e+07	4.04316e+07	1.85129e+07	1.72419e+07	2.54721e+07	1.60272e+07	3.60559e+07	4.0794e+07	1.73916e+07	1.75379e+07	2.65378e+07	8.16214e+06	8.61274e+06	7.56695e+06	7.78465e+06	8.51082e+06	9.33657e+06
Q8K3J5;Q8K3J5-2	Q8K3J5;Q8K3J5-2;Q8K3J5-3	ZN131_MOUSE	Znf131	Zinc finger protein 131					13272.6								46631.4	37621.1	39429.5	74431.3	58423.6	37699.4
Q8K3K7	Q8K3K7	PLCB_MOUSE	Agpat2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	2.02489e+06	1.6108e+06	1.40216e+06	2.69736e+06	1.50953e+06	2.49316e+06	1.71404e+06	1.12879e+06	1.48401e+06	2.53295e+06	1.62703e+06	2.59129e+06	1.6068e+06	1.38163e+06	1.25325e+06	1.32367e+06	1.07709e+06	1.33501e+06
Q8K3P0	Q8K3P0	DR9C7_MOUSE	Sdr9c7	Short-chain dehydrogenase/reductase family 9C member 7				2.16075e+06	267081					1.54871e+06	307045	116427						
Q8K3W0	Q8K3W0;Q8K3W0-1;Q8K3W0-4;Q8K3W0-5;Q8K3W0-6	BABA2_MOUSE	Babam2	BRISC and BRCA1-A complex member 2	1.68736e+06	254091	391227	1.75459e+06	1.21312e+06	285151	1.4814e+06	450274	465703	2.31143e+06	1.10933e+06	217308	1.36143e+06	1.28249e+06	1.43181e+06	1.42294e+06	1.23689e+06	1.34841e+06
Q8K3W3	Q8K3W3	CASC3_MOUSE	Casc3	Protein CASC3	265733	317907	364362	301261	569723	424595	488984	352101	286079	350254	318494	481911	936348	803697	767858	868165	725651	846878
Q8K3X4	Q8K3X4	I2BPL_MOUSE	Irf2bpl	Probable E3 ubiquitin-protein ligase IRF2BPL	4.21874e+06	1.67464e+07	1.58243e+07	4.45127e+06	3.22729e+06	3.83546e+06	9.8162e+06	6.83307e+06	1.72486e+06	3.2545e+06	4.20314e+06	1.82367e+06	5.2389e+06	8.81009e+06	5.69519e+06	5.08808e+06	5.14751e+06	5.37343e+06
Q8K3Z9	Q8K3Z9	PO121_MOUSE	Pom121	Nuclear envelope pore membrane protein POM 121	3.3489e+06	2.50028e+06	1.5862e+06	3.26241e+06	3.16081e+06	2.11886e+06	3.50673e+06	2.15173e+06	1.71851e+06	3.82834e+06	3.93446e+06	1.53997e+06	4.88601e+06	4.47984e+06	4.1846e+06	4.38943e+06	4.76201e+06	3.84952e+06
Q8K409	Q8K409	DPOLB_MOUSE	Polb	DNA polymerase beta							657738		264121				726718	542516	777093	502434	800615	781547
Q8K411;Q8K411-2	Q8K411;Q8K411-2;Q8K411-3	PREP_MOUSE	Pitrm1	Presequence protease, mitochondrial	5.04427e+07	6.09142e+07	6.26461e+07	5.58929e+07	7.29868e+07	7.45513e+07	4.88846e+07	6.30407e+07	6.52924e+07	6.0279e+07	7.55409e+07	7.59914e+07	9.81882e+06	1.08167e+07	9.67067e+06	1.07482e+07	1.12689e+07	1.02286e+07
Q8K426	Q8K426	RETNG_MOUSE	Retnlg	Resistin-like gamma	759393	56550	37523.4	558260	746471	225023	674276	113768	90983.9	734355	790749	101007						
Q8K4B0	Q8K4B0	MTA1_MOUSE	Mta1	Metastasis-associated protein MTA1	2.89513e+06	2.28146e+06	1.43349e+06	1.36239e+06	1.10096e+06	749145	2.32656e+06	1.32731e+06	1.1394e+06	1.88198e+06	1.37746e+06	923111	9.07745e+06	1.00532e+07	8.95197e+06	9.13876e+06	9.74535e+06	9.06668e+06
Q8K4B0;Q924K8	Q924K8;Q924K8-2;Q8K4B0	MTA1_MOUSE;MTA3_MOUSE	Mta1;Mta3	Metastasis-associated protein MTA1	302851	146932	89296.7	473575	262899	57624.6	250321	133723	96826.7	424344	336029		1.22302e+06	1.39147e+06	1.22459e+06	1.23718e+06	1.41729e+06	1.31389e+06
Q8K4B0;Q924K8;Q9R190	Q924K8;Q924K8-2;Q9R190;Q8K4B0	MTA1_MOUSE;MTA2_MOUSE;MTA3_MOUSE	Mta1;Mta2;Mta3	Metastasis-associated protein MTA1	3.31402e+06	1.53469e+06	1.23947e+06	3.52216e+06	2.73132e+06	1.06708e+06	2.86901e+06	1.93511e+06	1.07371e+06	3.19737e+06	2.18378e+06	973906	1.01674e+07	1.20309e+07	1.15788e+07	9.48678e+06	1.12787e+07	1.08215e+07
Q8K4D3	Q8K4D3	S36A1_MOUSE	Slc36a1	Proton-coupled amino acid transporter 1	248857	155906	46927.5					138086	40220.9									
Q8K4E0	Q8K4E0	ALMS1_MOUSE	Alms1	Alstrom syndrome protein 1 homolog	6.05455e+06	3.26989e+06	2.32436e+06	3.20601e+06	2.67676e+06	2.50837e+06	7.02351e+06	2.68219e+06	3.27855e+06	2.35408e+06	3.34679e+06	3.40704e+06	1.33099e+06	1.20881e+06	1.30812e+06	1.90522e+06	1.21396e+06	1.21476e+06
Q8K4F5	Q8K4F5	ABHDB_MOUSE	Abhd11	Protein ABHD11	1.19141e+07	1.56744e+07	1.59063e+07	6.29607e+06	9.41541e+06	9.87066e+06	1.02928e+07	1.51673e+07	1.54655e+07	7.5572e+06	8.90619e+06	9.62439e+06	2.19735e+06	2.70104e+06	2.45724e+06	2.45993e+06	2.46771e+06	2.60766e+06
